ts,agent_id,throttle,steer,brake
20427,0,0.8999999761581421,-0.004118768498301506,0.0
20428,0,0.8999999761581421,-0.009524242021143436,0.0
20429,0,0.8999999761581421,-0.011898715049028397,0.0
20430,0,0.8999999761581421,-0.008671567775309086,0.0
20431,0,0.8999999761581421,-0.0002556527906563133,0.0
20432,0,0.8999999761581421,0.005403521470725536,0.0
20433,0,0.8999999761581421,0.009404679760336876,0.0
20434,0,0.8999999761581421,0.011183968745172024,0.0
20435,0,0.8999999761581421,0.03470635786652565,0.0
20436,0,0.8999999761581421,0.04159392789006233,0.0
20437,0,0.8999999761581421,0.051005423069000244,0.0
20438,0,0.8999999761581421,0.0509948767721653,0.0
20439,0,0.8999999761581421,0.06600356101989746,0.0
20440,0,0.8999999761581421,0.04847382754087448,0.0
20441,0,0.8999999761581421,0.05465139448642731,0.0
20442,0,0.8999999761581421,0.04683259502053261,0.0
20443,0,0.8999999761581421,0.04740384593605995,0.0
20444,0,0.8999999761581421,0.05843912437558174,0.0
20445,0,0.8999999761581421,0.053502876311540604,0.0
20446,0,0.8999999761581421,0.052914295345544815,0.0
20447,0,0.8999999761581421,0.044605594128370285,0.0
20448,0,0.8999999761581421,0.04652726650238037,0.0
20449,0,0.8999999761581421,0.04148722067475319,0.0
20450,0,0.8999999761581421,0.04459560289978981,0.0
20451,0,0.8999999761581421,0.04227691516280174,0.0
20452,0,0.8999999761581421,0.03811552748084068,0.0
20453,0,0.8999999761581421,0.04990491271018982,0.0
20454,0,0.8999999761581421,0.03710680454969406,0.0
20455,0,0.8999999761581421,0.04119754582643509,0.0
20456,0,0.8999999761581421,0.03838697448372841,0.0
20457,0,0.8999999761581421,0.047688283026218414,0.0
20458,0,0.8999999761581421,0.03797352686524391,0.0
20459,0,0.8999999761581421,0.033687617629766464,0.0
20460,0,0.8999999761581421,0.04323295131325722,0.0
20461,0,0.8999999761581421,0.038962285965681076,0.0
20462,0,0.8999999761581421,0.04245687648653984,0.0
20463,0,0.8999999761581421,0.03662729635834694,0.0
20464,0,0.8999999761581421,0.043798014521598816,0.0
20465,0,0.8999999761581421,0.04071180149912834,0.0
20466,0,0.8999999761581421,0.03621480241417885,0.0
20467,0,0.8999999761581421,0.037047408521175385,0.0
20468,0,0.8999999761581421,0.043289221823215485,0.0
20469,0,0.8999999761581421,0.04312729462981224,0.0
20470,0,0.8999999761581421,0.035904813557863235,0.0
20471,0,0.8999999761581421,0.04969324171543121,0.0
20472,0,0.8999999761581421,0.04310845211148262,0.0
20473,0,0.8999999761581421,0.04079432412981987,0.0
20474,0,0.8999999761581421,0.04012063890695572,0.0
20475,0,0.8999999761581421,0.03498879075050354,0.0
20476,0,0.8999999761581421,0.04011976346373558,0.0
20477,0,0.8999999761581421,0.03366852179169655,0.0
20478,0,0.8999999761581421,0.0414205938577652,0.0
20479,0,0.8999999761581421,0.0444273017346859,0.0
20480,0,0.8999999761581421,0.03389345109462738,0.0
20481,0,0.8999999761581421,0.038327403366565704,0.0
20482,0,0.8999999761581421,0.03506185859441757,0.0
20483,0,0.8999999761581421,0.031614117324352264,0.0
20484,0,0.8999999761581421,0.030788278207182884,0.0
20485,0,0.8999999761581421,0.035072848200798035,0.0
20486,0,0.8999999761581421,0.03813730180263519,0.0
20487,0,0.8999999761581421,0.03411993011832237,0.0
20488,0,0.8999999761581421,0.033563293516635895,0.0
20489,0,0.8999999761581421,0.03662349283695221,0.0
20490,0,0.8999999761581421,0.03438442572951317,0.0
20491,0,0.8999999761581421,0.027301039546728134,0.0
20492,0,0.8999999761581421,0.035813022404909134,0.0
20493,0,0.8999999761581421,0.03551984205842018,0.0
20494,0,0.8999999761581421,0.030543236061930656,0.0
20495,0,0.8999999761581421,0.03358369320631027,0.0
20496,0,0.8999999761581421,0.036452386528253555,0.0
20497,0,0.8999999761581421,0.033483654260635376,0.0
20498,0,0.8999999761581421,0.027545705437660217,0.0
20499,0,0.8999999761581421,0.031288065016269684,0.0
20500,0,0.8999999761581421,0.03880416229367256,0.0
20501,0,0.8999999761581421,0.029196210205554962,0.0
