ts,agent_id,x,y,z,v
2307981,0,192.33987426757812,-83.33567810058594,0.03287387639284134,5.968944137579957
2307982,0,192.33949279785156,-83.1846923828125,0.03289016708731651,6.064306550476903
2307983,0,192.3392791748047,-83.0313720703125,0.032905157655477524,6.157266672738266
2307984,0,192.33924865722656,-82.87577056884766,0.032920148223638535,6.248018570191612
2307985,0,192.3394317626953,-82.71792602539062,0.03293521702289581,6.336747657703303
2307986,0,192.3397674560547,-82.55790710449219,0.03295024856925011,6.423653978575923
2307987,0,192.34022521972656,-82.39573669433594,0.032965850085020065,6.50880580830549
2307988,0,192.3407440185547,-82.23148345947266,0.03298133611679077,6.592386593077854
2307989,0,192.34127807617188,-82.06515502929688,0.032997015863657,6.674449738271561
2307990,0,192.34194946289062,-81.89679718017578,0.03301254287362099,6.755098081474888
2307991,0,192.3426971435547,-81.72645568847656,0.03302802890539169,6.834434141159727
2307992,0,192.3435821533203,-81.55414581298828,0.033043213188648224,6.912522219931321
2307993,0,192.34451293945312,-81.3799057006836,0.03305816650390625,6.989505274247782
2307994,0,192.34548950195312,-81.20376586914062,0.033072471618652344,7.0654077726847015
2307995,0,192.346435546875,-81.02574157714844,0.033086393028497696,7.140298178438915
2307996,0,192.3473358154297,-80.84585571289062,0.03309989720582962,7.214222575698465
2307997,0,192.34823608398438,-80.66414642333984,0.033112868666648865,7.287276583247059
2307998,0,192.34890747070312,-80.48062133789062,0.03312545642256737,7.359283013873164
2307999,0,192.3485107421875,-80.29537200927734,0.03313865512609482,7.427989554938769
2308000,0,192.34698486328125,-80.1084213256836,0.033152006566524506,7.496196296018486
2308001,0,192.34420776367188,-79.91986083984375,0.03316676989197731,7.5599613736744775
2308002,0,192.3411102294922,-79.72987365722656,0.0331851951777935,7.614773258132805
2308003,0,192.337890625,-79.53885650634766,0.03321334719657898,7.651175779734834
2308004,0,192.3344268798828,-79.34740447998047,0.0332578644156456,7.662376359939979
2308005,0,192.3312225341797,-79.15620422363281,0.0333230197429657,7.645846316989164
2308006,0,192.32801818847656,-78.9659194946289,0.03340953588485718,7.603340648325853
2308007,0,192.3249053955078,-78.77709197998047,0.03351322188973427,7.542472041021707
2308008,0,192.32183837890625,-78.58979034423828,0.033621709793806076,7.48193379022137
2308009,0,192.31866455078125,-78.40388488769531,0.0337238684296608,7.427464018692858
2308010,0,192.31539916992188,-78.2184829711914,0.03379703313112259,7.4190820602896155
2308011,0,192.3122100830078,-78.03313446044922,0.03384239226579666,7.416318061005317
2308012,0,192.30886840820312,-77.84783172607422,0.033870771527290344,7.413576687968175
2308013,0,192.30555725097656,-77.66258239746094,0.03388877958059311,7.410873373778373
2308014,0,192.30227661132812,-77.47740173339844,0.03390033543109894,7.408181389208145
2308015,0,192.29905700683594,-77.29228210449219,0.0339079275727272,7.405480605837936
2308016,0,192.29591369628906,-77.10723114013672,0.03391311690211296,7.402782703996884
2308017,0,192.29347229003906,-76.9222412109375,0.033917006105184555,7.399219713462902
2308018,0,192.2918701171875,-76.73735046386719,0.03392040356993675,7.395470776632065
2308019,0,192.2909393310547,-76.55253601074219,0.033922918140888214,7.392171070528776
2308020,0,192.29067993164062,-76.36780548095703,0.0339251309633255,7.388875695952707
2308021,0,192.29080200195312,-76.18315124511719,0.033926427364349365,7.38609878673379
2308022,0,192.29122924804688,-75.99856567382812,0.033927422016859055,7.383393743360537
2308023,0,192.2918701171875,-75.81404876708984,0.033928032964468,7.3807702304945355
2308024,0,192.2928466796875,-75.62959289550781,0.03392845019698143,7.378052490132226
2308025,0,192.2943572998047,-75.44522094726562,0.03392898663878441,7.375095492808285
2308026,0,192.2964630126953,-75.26093292236328,0.03392978757619858,7.371986242487787
2308027,0,192.29896545410156,-75.07671356201172,0.033930130302906036,7.3692986847888005
2308028,0,192.3019561767578,-74.892578125,0.033930547535419464,7.366412468506792
2308029,0,192.30540466308594,-74.70852661132812,0.033931005746126175,7.363604820515952
2308030,0,192.30905151367188,-74.5242691040039,0.0339244082570076,7.38195218067632
2308031,0,192.31280517578125,-74.33906555175781,0.0339001826941967,7.419060416459301
2308032,0,192.31663513183594,-74.15284729003906,0.033866118639707565,7.4602940602432115
