ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
2296647,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
2296648,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
2296649,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
2296650,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
2296651,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
2296652,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
2296653,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
2296654,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
2296655,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
2296656,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
2296657,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
2296658,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
2296659,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
2296660,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
2296661,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
2296662,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
2296663,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
2296664,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
2296665,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
2296666,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
2296667,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
2296668,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
2296669,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
2296670,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
2296671,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
2296672,0,5.5818513325650745,195.56744384765625,-90.83265686035156,0.0022409819066524506
2296673,0,5.5818593685408135,195.56744384765625,-90.83265686035156,0.0021076963748782873
2296674,0,5.581867010774956,195.56744384765625,-90.83265686035156,0.0020010375883430243
2296675,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
2296676,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
2296677,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
2296678,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
2296679,0,5.581888894137341,195.56744384765625,-90.83265686035156,0.0017144393641501665
2296680,0,5.581892508051992,195.56744384765625,-90.83265686035156,0.0016865539364516735
2296681,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
2296682,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
2296683,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
2296684,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
2296685,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
2296686,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
2296687,0,5.581905921432526,195.56744384765625,-90.83265686035156,0.0015991592081263661
2296688,0,5.581906771328464,195.56744384765625,-90.83265686035156,0.0015946197090670466
2296689,0,5.581907470316533,195.56744384765625,-90.83265686035156,0.0015909957000985742
2296690,0,5.581908044037622,195.56744384765625,-90.83265686035156,0.001588096609339118
2296691,0,5.581908514439032,195.56744384765625,-90.83265686035156,0.0015857695834711194
2296692,0,5.581908899371498,195.56744384765625,-90.83265686035156,0.0015839386032894254
2296693,0,5.581909213320883,195.56744384765625,-90.83265686035156,0.0015824889997020364
2296694,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296695,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296696,0,5.58190332903052,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296697,0,5.581903418670491,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296698,0,5.581903512915525,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296699,0,5.581903606356219,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296700,0,5.581903695022975,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296701,0,5.581903776753006,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296702,0,5.581903850875037,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296703,0,5.581903916909861,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296704,0,5.581903975318798,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296705,0,5.581904026094546,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296706,0,5.5819040698721105,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296707,0,5.581904107523169,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296708,0,5.581904140156045,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296709,0,5.581904167746674,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296710,0,5.581904190977342,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296711,0,5.581904210252893,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296712,0,5.581904210252893,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296713,0,5.581904219217461,195.56744384765625,-90.83265686035156,0.0015813064528629184
2296714,0,5.5819042271126325,195.56744384765625,-90.83265686035156,0.0015813064528629184
